Name,Kategorie,Breitengrad,Laengengrad
Unbekannt,Gruenflaeche,47.3681307,8.5672235
Unbekannt,Gruenflaeche,47.3668555,8.568259
Unbekannt,Gruenflaeche,47.3726561,8.5636062
Unbekannt,Gruenflaeche,47.3672285,8.5657683
Unbekannt,Gruenflaeche,47.3655979,8.5645222
Unbekannt,Gruenflaeche,47.35171,8.5771995
Merkurplatz,Gruenflaeche,47.3672337,8.5553138
Rechberggarten,Gruenflaeche,47.3731828,8.5483652
Rieterplatz,Gruenflaeche,47.3564308,8.526583
Unbekannt,Gruenflaeche,47.3599866,8.5205077
Schlössliareal,Gruenflaeche,47.3819146,8.5583579
Savera-Areal,Gruenflaeche,47.345955,8.5356322
Unbekannt,Gruenflaeche,47.37721,8.5161338
Unbekannt,Gruenflaeche,47.3771325,8.5165938
Unbekannt,Gruenflaeche,47.3695027,8.5565843
Albert-Steiner-Garten,Gruenflaeche,47.4086163,8.5097394
Unbekannt,Gruenflaeche,47.4089273,8.509661
Unbekannt,Gruenflaeche,47.4082542,8.5088567
Minigolf Sperletwies,Gruenflaeche,47.4249785,8.5490306
Unbekannt,Gruenflaeche,47.4227016,8.5483886
Unbekannt,Gruenflaeche,47.3671347,8.5187219
Unbekannt,Gruenflaeche,47.4102612,8.5220782
Unbekannt,Gruenflaeche,47.3712814,8.5057469
Unbekannt,Gruenflaeche,47.4028292,8.4975629
Unbekannt,Gruenflaeche,47.383307,8.5451434
Patumbah-Park,Gruenflaeche,47.3570078,8.5591704
FKK-Bereich,Gruenflaeche,47.4016152,8.4845034
Unbekannt,Gruenflaeche,47.3688701,8.55693
Unbekannt,Gruenflaeche,47.3535871,8.552104
Unbekannt,Gruenflaeche,47.3533311,8.5504098
Unbekannt,Gruenflaeche,47.3547004,8.5504936
Unbekannt,Gruenflaeche,47.3535129,8.5525031
Unbekannt,Gruenflaeche,47.3534298,8.5511732
Unbekannt,Gruenflaeche,47.3537049,8.5504633
Unbekannt,Gruenflaeche,47.3528267,8.5513925
Unbekannt,Gruenflaeche,47.3691925,8.5468444
Villa Bleuler,Gruenflaeche,47.3619508,8.5554325
Villa Hohenbühl,Gruenflaeche,47.3663903,8.5505802
Unbekannt,Gruenflaeche,47.3743504,8.5254851
Unbekannt,Gruenflaeche,47.3415408,8.5302505
Andreaspark,Gruenflaeche,47.4134869,8.5555627
Unbekannt,Gruenflaeche,47.4164625,8.5478544
Unbekannt,Gruenflaeche,47.3777918,8.5484803
Unbekannt,Gruenflaeche,47.3684806,8.5403697
Unbekannt,Gruenflaeche,47.4240017,8.5160434
Unbekannt,Gruenflaeche,47.3664574,8.5084314
Kartoffelmarkt,Gruenflaeche,47.368223,8.5463978
Unbekannt,Gruenflaeche,47.3906452,8.5307851
Unbekannt,Gruenflaeche,47.4066105,8.5517125
Unbekannt,Gruenflaeche,47.4116561,8.5254996
Unbekannt,Gruenflaeche,47.3766425,8.5561961
Unbekannt,Gruenflaeche,47.4069011,8.5043064
Park Museum für Gestaltung,Gruenflaeche,47.3827145,8.5364005
Unbekannt,Gruenflaeche,47.3706085,8.499128
Auf der Egg,Gruenflaeche,47.3405749,8.5326447
Unbekannt,Gruenflaeche,47.3888503,8.4736223
Findlingsgarten Kappenbühl,Gruenflaeche,47.4063888,8.4998227
Wahlenpark,Gruenflaeche,47.4156871,8.541063
Hohe Promenade,Gruenflaeche,47.3682093,8.5482879
Unbekannt,Gruenflaeche,47.4137044,8.5195411
Oerlikerpark,Gruenflaeche,47.4148362,8.53793
Unbekannt,Gruenflaeche,47.409418,8.5334095
Unbekannt,Gruenflaeche,47.3398718,8.5203875
Unbekannt,Gruenflaeche,47.394864,8.5235779
Unbekannt,Gruenflaeche,47.3647034,8.5138813
Unbekannt,Gruenflaeche,47.4174868,8.5415036
Unbekannt,Gruenflaeche,47.3638078,8.4979091
Unbekannt,Gruenflaeche,47.3790436,8.495336
Unbekannt,Gruenflaeche,47.3315548,8.5164661
Unbekannt,Gruenflaeche,47.3299664,8.530516
Unbekannt,Gruenflaeche,47.3477334,8.5723698
Platanenhof,Gruenflaeche,47.3940254,8.5410926
Steinhof,Gruenflaeche,47.3932988,8.5399011
Unbekannt,Gruenflaeche,47.3497456,8.527727
Unbekannt,Gruenflaeche,47.4183348,8.5445917
Unbekannt,Gruenflaeche,47.3716192,8.5155821
Quartierpark Rosengarten,Gruenflaeche,47.396097,8.5285543
Erismannhof,Gruenflaeche,47.3795035,8.5195532
Hundeversäuberungsplatz,Gruenflaeche,47.3702251,8.5470566
Stadtoase VGZ,Gruenflaeche,47.3777829,8.5703052
Unbekannt,Gruenflaeche,47.3386876,8.5200173
Unbekannt,Gruenflaeche,47.358562,8.5205914
Unbekannt,Gruenflaeche,47.3917074,8.5085064
Quartierpark Berghalden,Gruenflaeche,47.3584243,8.5903752
Unbekannt,Gruenflaeche,47.3619219,8.5089056
Unbekannt,Gruenflaeche,47.3635001,8.5111957
Schörli-Grünzug,Gruenflaeche,47.4099012,8.561378
Unbekannt,Gruenflaeche,47.4086832,8.5644687
Testanlage für Staudenmischpflanzungen,Gruenflaeche,47.4095727,8.5547445
Unbekannt,Gruenflaeche,47.4115745,8.5586038
Unbekannt,Gruenflaeche,47.4072776,8.5724805
Unbekannt,Gruenflaeche,47.4057843,8.568919
Unbekannt,Gruenflaeche,47.4061765,8.567874
Unbekannt,Gruenflaeche,47.4101369,8.5578023
Unbekannt,Gruenflaeche,47.4132963,8.571695
Unbekannt,Gruenflaeche,47.4134164,8.5716877
Unbekannt,Gruenflaeche,47.4133655,8.5718509
Schärenmooswiese,Gruenflaeche,47.4212876,8.5523257
Unbekannt,Gruenflaeche,47.4065568,8.5521906
Unbekannt,Gruenflaeche,47.4069572,8.5520153
Unbekannt,Gruenflaeche,47.4092088,8.5586487
Unbekannt,Gruenflaeche,47.4085527,8.5586776
Unbekannt,Gruenflaeche,47.3762464,8.4935839
Unbekannt,Gruenflaeche,47.4040297,8.5621977
Unbekannt,Gruenflaeche,47.4039904,8.5619816
Unbekannt,Gruenflaeche,47.4035192,8.5703918
Unbekannt,Gruenflaeche,47.4054273,8.5726199
Unbekannt,Gruenflaeche,47.4055186,8.5728399
Unbekannt,Gruenflaeche,47.402336,8.5911541
Unbekannt,Gruenflaeche,47.3987357,8.5736401
Unbekannt,Gruenflaeche,47.3985309,8.5737869
Unbekannt,Gruenflaeche,47.3964677,8.4901663
Unbekannt,Gruenflaeche,47.3559555,8.5508936
Unbekannt,Gruenflaeche,47.3729671,8.5493835
Unbekannt,Gruenflaeche,47.3743845,8.5494026
Quartierpark Josef-Areal,Gruenflaeche,47.3867323,8.5220099
Unbekannt,Gruenflaeche,47.3836883,8.5464783
Unbekannt,Gruenflaeche,47.3612081,8.5047085
Unbekannt,Gruenflaeche,47.3608056,8.506184
Unbekannt,Gruenflaeche,47.4036421,8.5745682
Unbekannt,Gruenflaeche,47.3766062,8.5550396
Unbekannt,Gruenflaeche,47.3936104,8.5447087
Unbekannt,Gruenflaeche,47.4061521,8.5461685
Vorplatz Globusprovisorium,Gruenflaeche,47.3758564,8.5422164
Guggach,Gruenflaeche,47.4025755,8.5336848
Unbekannt,Gruenflaeche,47.4243399,8.4998278
Unbekannt,Gruenflaeche,47.4248327,8.4985169
Kasernenareal,Gruenflaeche,47.3764277,8.5312231
Herdernwiese,Gruenflaeche,47.3847609,8.5075906
Unbekannt,Gruenflaeche,47.3810598,8.5315826
Unbekannt,Gruenflaeche,47.3473401,8.5349696
Unbekannt,Gruenflaeche,47.3385373,8.5305146
Unbekannt,Gruenflaeche,47.3304502,8.5343045
Ueberlandpark,Gruenflaeche,47.4075275,8.5659979
Koch-Park,Gruenflaeche,47.3815743,8.4933618
Unbekannt,Gruenflaeche,47.3710405,8.515702
Unbekannt,Gruenflaeche,47.400559,8.5507287
Unbekannt,Gruenflaeche,47.3932823,8.4893582
Unbekannt,Gruenflaeche,47.345118,8.5339565
Klopstockwiese,Gruenflaeche,47.3620784,8.5246388
Artergut,Gruenflaeche,47.366175,8.5548866
Unbekannt,Gruenflaeche,47.3665454,8.5237676
Arboretum,Gruenflaeche,47.3627769,8.5363316
Zeughaushof,Gruenflaeche,47.3771605,8.5300685
Bürkliterrasse,Gruenflaeche,47.3661462,8.5411728
Dachgarten,Gruenflaeche,47.3909598,8.5121451
Unbekannt,Gruenflaeche,47.4189975,8.5093917
Park Einfang,Gruenflaeche,47.416353,8.5130927
Jonas-Furrer-Park,Gruenflaeche,47.4189975,8.5093917
Zürich Oerlikon,Oeffentlicher Verkehr,47.4114986,8.5441507
Zürich Hardbrücke,Oeffentlicher Verkehr,47.3851609,8.5173926
Zürich Hauptbahnhof,Oeffentlicher Verkehr,47.3781008,8.5393635
Zürich Stadelhofen,Oeffentlicher Verkehr,47.3665643,8.5483858
Stettbach,Oeffentlicher Verkehr,47.3971522,8.5961074
Zürich Selnau,Oeffentlicher Verkehr,47.3724695,8.5318556
Zürich Binz,Oeffentlicher Verkehr,47.3628473,8.5180854
Zürich Friesenberg,Oeffentlicher Verkehr,47.3648164,8.5075769
Zürich Triemli,Oeffentlicher Verkehr,47.3649741,8.4953498
Zürich Giesshübel,Oeffentlicher Verkehr,47.3626083,8.5220149
Zürich Saalsporthalle,Oeffentlicher Verkehr,47.3580067,8.5218339
Zürich Brunau,Oeffentlicher Verkehr,47.3515976,8.5262233
Zürich Leimbach,Oeffentlicher Verkehr,47.3330734,8.5187267
Zürich Wiedikon,Oeffentlicher Verkehr,47.3717117,8.5230648
Zürich Enge,Oeffentlicher Verkehr,47.3641833,8.5307605
Zürich Tiefenbrunnen,Oeffentlicher Verkehr,47.3501172,8.5613415
Zürich Seebach,Oeffentlicher Verkehr,47.4185872,8.5442186
Zürich Affoltern,Oeffentlicher Verkehr,47.4209007,8.5081772
Zürich Altstetten,Oeffentlicher Verkehr,47.3913167,8.4893332
Zürich Wollishofen,Oeffentlicher Verkehr,47.3477819,8.5337381
Zürich Schweighof,Oeffentlicher Verkehr,47.3649655,8.5035323
Zürich Manegg,Oeffentlicher Verkehr,47.3378276,8.5197354
Zürich Wipkingen,Oeffentlicher Verkehr,47.3930555,8.5293157
Zürich Bus Station,Oeffentlicher Verkehr,47.3809024,8.537274
Zürich Hauptbahnhof,Oeffentlicher Verkehr,47.3784953,8.537422
Zürich Oerlikon,Oeffentlicher Verkehr,47.4114986,8.5441507
Zürich Hardbrücke,Oeffentlicher Verkehr,47.3851609,8.5173926
Zürich Hauptbahnhof,Oeffentlicher Verkehr,47.3781008,8.5393635
Zürich Stadelhofen,Oeffentlicher Verkehr,47.3665643,8.5483858
Stettbach,Oeffentlicher Verkehr,47.3971522,8.5961074
Zürich Selnau,Oeffentlicher Verkehr,47.3724695,8.5318556
Zürich Binz,Oeffentlicher Verkehr,47.3628473,8.5180854
Zürich Friesenberg,Oeffentlicher Verkehr,47.3648164,8.5075769
Zürich Triemli,Oeffentlicher Verkehr,47.3649741,8.4953498
Zürich Giesshübel,Oeffentlicher Verkehr,47.3626083,8.5220149
Zürich Saalsporthalle,Oeffentlicher Verkehr,47.3580067,8.5218339
Zürich Brunau,Oeffentlicher Verkehr,47.3515976,8.5262233
Zürich Leimbach,Oeffentlicher Verkehr,47.3330734,8.5187267
Zürich Wiedikon,Oeffentlicher Verkehr,47.3717117,8.5230648
Zürich Enge,Oeffentlicher Verkehr,47.3641833,8.5307605
Zürich Tiefenbrunnen,Oeffentlicher Verkehr,47.3501172,8.5613415
Zürich Seebach,Oeffentlicher Verkehr,47.4185872,8.5442186
Zürich Affoltern,Oeffentlicher Verkehr,47.4209007,8.5081772
Zürich Altstetten,Oeffentlicher Verkehr,47.3913167,8.4893332
Zürich Wollishofen,Oeffentlicher Verkehr,47.3477819,8.5337381
Zürich Schweighof,Oeffentlicher Verkehr,47.3649655,8.5035323
Zürich Manegg,Oeffentlicher Verkehr,47.3378276,8.5197354
Zürich Wipkingen,Oeffentlicher Verkehr,47.3930555,8.5293157
Zürich Bus Station,Oeffentlicher Verkehr,47.3809024,8.537274
Zürich Hauptbahnhof,Oeffentlicher Verkehr,47.3784953,8.537422
Güterbahnhof,Oeffentlicher Verkehr,47.3804363,8.5196824
Bahnhofplatz/HB,Oeffentlicher Verkehr,47.3769147,8.5404941
Opernhaus,Oeffentlicher Verkehr,47.3654643,8.5475672
Haldenegg,Oeffentlicher Verkehr,47.3801303,8.5441031
Rautihalde,Oeffentlicher Verkehr,47.3868223,8.4734249
Bahnhof Altstetten Nord,Oeffentlicher Verkehr,47.3924939,8.4872596
Albisriederplatz,Oeffentlicher Verkehr,47.3780501,8.5103941
Botanischer Garten,Oeffentlicher Verkehr,47.3592009,8.5574438
Uetlihof,Oeffentlicher Verkehr,47.3567467,8.5139925
Dorflinde,Oeffentlicher Verkehr,47.4073252,8.5494892
Zwielplatz,Oeffentlicher Verkehr,47.4021728,8.4964741
Saalsporthalle,Oeffentlicher Verkehr,47.3577983,8.5205463
Schmiede Wiedikon,Oeffentlicher Verkehr,47.3699939,8.5195879
Morgental,Oeffentlicher Verkehr,47.3440851,8.5296731
Klusplatz,Oeffentlicher Verkehr,47.3638478,8.5666994
Grünwald,Oeffentlicher Verkehr,47.4173177,8.4831586
Bahnhof Wiedikon,Oeffentlicher Verkehr,47.3715463,8.524072
Glaubtenstrasse Nord,Oeffentlicher Verkehr,47.4147025,8.5197369
Riedhofstrasse,Oeffentlicher Verkehr,47.4102395,8.4796791
Riedhofstrasse,Oeffentlicher Verkehr,47.4094712,8.4792151
Kalchbühlweg,Oeffentlicher Verkehr,47.3403121,8.5315749
Manegg,Oeffentlicher Verkehr,47.3369553,8.5203704
Manesseplatz,Oeffentlicher Verkehr,47.3657459,8.5218483
Schwamendingerplatz,Oeffentlicher Verkehr,47.4045865,8.5717347
In der Ey,Oeffentlicher Verkehr,47.3696362,8.4918432
Leimgrübelstrasse,Oeffentlicher Verkehr,47.4286223,8.5432417
Appenzellerstrasse,Oeffentlicher Verkehr,47.3988567,8.5101628
Kirche Fluntern,Oeffentlicher Verkehr,47.3762387,8.5592877
Langensteinenstrasse,Oeffentlicher Verkehr,47.3924951,8.5496687
Germaniastrasse,Oeffentlicher Verkehr,47.3874509,8.5525297
Farbhof,Oeffentlicher Verkehr,47.3910598,8.4788409
Limmatplatz,Oeffentlicher Verkehr,47.3849755,8.5321996
Hönggerberg,Oeffentlicher Verkehr,47.4050629,8.5047095
Chaletweg,Oeffentlicher Verkehr,47.4133739,8.5310603
Birchstrasse,Oeffentlicher Verkehr,47.4130399,8.53576
Dunkelhölzli,Oeffentlicher Verkehr,47.3885975,8.4703424
Schulhaus Buchlern,Oeffentlicher Verkehr,47.3846789,8.4785395
Escher-Wyss-Platz,Oeffentlicher Verkehr,47.3906783,8.5224005
Glaubtenstrasse,Oeffentlicher Verkehr,47.4140852,8.5192444
Löwenplatz,Oeffentlicher Verkehr,47.3759408,8.5373362
Stampfenbachplatz,Oeffentlicher Verkehr,47.3801519,8.542687
Glaubtenstrasse Nord,Oeffentlicher Verkehr,47.4147631,8.5197205
Bahnhof Affoltern,Oeffentlicher Verkehr,47.4214216,8.5075616
Holzerhurd,Oeffentlicher Verkehr,47.4237869,8.4966542
Frymannstrasse,Oeffentlicher Verkehr,47.3349436,8.5193412
Lägernstrasse,Oeffentlicher Verkehr,47.3953165,8.532329
Nordstrasse,Oeffentlicher Verkehr,47.3878412,8.536034
Röntgenstrasse,Oeffentlicher Verkehr,47.3821651,8.5294589
Helvetiaplatz,Oeffentlicher Verkehr,47.3762092,8.5255613
Kernstrasse,Oeffentlicher Verkehr,47.3746404,8.5244118
Bahnhof Enge/Bederstrasse,Oeffentlicher Verkehr,47.3646045,8.5304951
Seilbahn Rigiblick,Oeffentlicher Verkehr,47.3861207,8.5482194
Geeringstrasse,Oeffentlicher Verkehr,47.4143217,8.480696
Bucheggplatz,Oeffentlicher Verkehr,47.3984386,8.533005
Goldbrunnenplatz,Oeffentlicher Verkehr,47.3702888,8.5138776
Im Klösterli,Oeffentlicher Verkehr,47.3845785,8.5769247
Bucheggplatz,Oeffentlicher Verkehr,47.3983401,8.533454
Heizenholz,Oeffentlicher Verkehr,47.4121445,8.4838327
Frankental,Oeffentlicher Verkehr,47.405408,8.4817752
Bahnhof Wiedikon,Oeffentlicher Verkehr,47.3712202,8.5238507
Strassenverkehrsamt,Oeffentlicher Verkehr,47.3531622,8.5115423
Bahnhof Oerlikon Ost,Oeffentlicher Verkehr,47.4134129,8.5462785
Leutschenbach,Oeffentlicher Verkehr,47.4142575,8.551691
Triemli,Oeffentlicher Verkehr,47.3680937,8.4956728
Buhnstrasse,Oeffentlicher Verkehr,47.4223963,8.5386247
Buhnstrasse,Oeffentlicher Verkehr,47.4225627,8.5386758
Goldbrunnenplatz,Oeffentlicher Verkehr,47.3704254,8.5137412
Signaustrasse,Oeffentlicher Verkehr,47.3632976,8.5575017
Klusplatz,Oeffentlicher Verkehr,47.3639417,8.5665176
Loorenstrasse,Oeffentlicher Verkehr,47.3596969,8.5937689
Aspholz,Oeffentlicher Verkehr,47.4249065,8.5012306
Mühlacker,Oeffentlicher Verkehr,47.4261662,8.4962068
Blumenfeldstrasse,Oeffentlicher Verkehr,47.4237781,8.5052572
Zehntenhausplatz,Oeffentlicher Verkehr,47.4188445,8.5070599
Altes Krematorium,Oeffentlicher Verkehr,47.3777084,8.5073374
Botanischer Garten,Oeffentlicher Verkehr,47.3592929,8.558009
Kreuzplatz,Oeffentlicher Verkehr,47.3648829,8.5540328
Leimgrübelstrasse,Oeffentlicher Verkehr,47.428682,8.5440879
Waserstrasse,Oeffentlicher Verkehr,47.3584634,8.5834536
Waserstrasse,Oeffentlicher Verkehr,47.3583233,8.5843875
Berghaldenstrasse,Oeffentlicher Verkehr,47.3586144,8.589833
Bahnhofplatz/HB,Oeffentlicher Verkehr,47.3773229,8.5394936
Chinagarten,Oeffentlicher Verkehr,47.3543515,8.5530924
Bahnhof Tiefenbrunnen,Oeffentlicher Verkehr,47.3497448,8.5610859
Höschgasse,Oeffentlicher Verkehr,47.3580171,8.5542426
Central,Oeffentlicher Verkehr,47.3769077,8.5436082
Central,Oeffentlicher Verkehr,47.3771991,8.5432284
Milchbuck,Oeffentlicher Verkehr,47.3976817,8.5416116
Schmiede Wiedikon,Oeffentlicher Verkehr,47.3697848,8.5187857
Stadtgrenze,Oeffentlicher Verkehr,47.3348609,8.5417412
Stadtgrenze,Oeffentlicher Verkehr,47.3352703,8.5411668
Rütihof,Oeffentlicher Verkehr,47.4137174,8.4773168
Heizenholz,Oeffentlicher Verkehr,47.4124346,8.4837836
Heizenholz,Oeffentlicher Verkehr,47.4123095,8.4838578
Segantinistrasse,Oeffentlicher Verkehr,47.4078828,8.4895177
Segantinistrasse,Oeffentlicher Verkehr,47.4072192,8.490192
Singlistrasse,Oeffentlicher Verkehr,47.4055889,8.4924274
Singlistrasse,Oeffentlicher Verkehr,47.4053866,8.49284
Meierhofplatz,Oeffentlicher Verkehr,47.4026276,8.4996661
Meierhofplatz,Oeffentlicher Verkehr,47.4026261,8.4994761
Meierhofplatz,Oeffentlicher Verkehr,47.4016679,8.5004584
Schwert,Oeffentlicher Verkehr,47.3997146,8.5048324
Schwert,Oeffentlicher Verkehr,47.3997254,8.5048077
Lehenstrasse,Oeffentlicher Verkehr,47.3961586,8.5206541
Lehenstrasse,Oeffentlicher Verkehr,47.3960881,8.520913
Widmerstrasse,Oeffentlicher Verkehr,47.3367727,8.5330237
Dangelstrasse,Oeffentlicher Verkehr,47.3343642,8.5299735
Morgental,Oeffentlicher Verkehr,47.343146,8.5305142
Bellevue,Oeffentlicher Verkehr,47.3667612,8.5460093
Bellevue,Oeffentlicher Verkehr,47.366473,8.5448259
Kirche Fluntern,Oeffentlicher Verkehr,47.3772356,8.5590411
Tobelhof,Oeffentlicher Verkehr,47.3828607,8.585741
Hohenklingensteig,Oeffentlicher Verkehr,47.4010404,8.4909798
Winzerstrasse,Oeffentlicher Verkehr,47.4028034,8.4866467
Winzerstrasse,Oeffentlicher Verkehr,47.4034242,8.4861438
Bahnhof Oerlikon Ost,Oeffentlicher Verkehr,47.4134347,8.545854
Waffenplatz-/Bederstrasse,Oeffentlicher Verkehr,47.3616499,8.5264684
Waffenplatzstrasse,Oeffentlicher Verkehr,47.3607122,8.5256577
Brunau/Mutschellenstrasse,Oeffentlicher Verkehr,47.3540092,8.5261554
Wollishoferplatz,Oeffentlicher Verkehr,47.338711,8.530568
Grubenstrasse,Oeffentlicher Verkehr,47.3627897,8.5117301
Räffelstrasse,Oeffentlicher Verkehr,47.3631351,8.5144788
Räffelstrasse,Oeffentlicher Verkehr,47.3627308,8.5155963
Binz,Oeffentlicher Verkehr,47.3630196,8.5182822
Binz,Oeffentlicher Verkehr,47.3629382,8.5184857
Friesenberg,Oeffentlicher Verkehr,47.3645715,8.5081323
Friesenberg,Oeffentlicher Verkehr,47.3644215,8.507914
Bucheggplatz,Oeffentlicher Verkehr,47.3983285,8.5330835
Bucheggplatz,Oeffentlicher Verkehr,47.3981482,8.5332336
Bucheggplatz,Oeffentlicher Verkehr,47.3985432,8.5330941
ETH Hönggerberg,Oeffentlicher Verkehr,47.4086351,8.50797
ETH Hönggerberg,Oeffentlicher Verkehr,47.4084185,8.5074334
ETH Hönggerberg,Oeffentlicher Verkehr,47.4089603,8.508218
Bahnhof Hardbrücke,Oeffentlicher Verkehr,47.3848991,8.5167746
Kappeli,Oeffentlicher Verkehr,47.3844071,8.49486
Kappeli,Oeffentlicher Verkehr,47.3841212,8.4944121
Bristenstrasse,Oeffentlicher Verkehr,47.3901794,8.4872235
Bristenstrasse,Oeffentlicher Verkehr,47.3898929,8.4868199
Langensteinenstrasse,Oeffentlicher Verkehr,47.3925207,8.5498544
Schäppiweg,Oeffentlicher Verkehr,47.3898696,8.5514294
Schäppiweg,Oeffentlicher Verkehr,47.3899513,8.5508771
Germaniastrasse,Oeffentlicher Verkehr,47.3871786,8.5525786
Nordstrasse,Oeffentlicher Verkehr,47.3885098,8.5359412
Klusplatz,Oeffentlicher Verkehr,47.363816,8.5667427
Birchdörfli,Oeffentlicher Verkehr,47.4072151,8.5309004
Waffenplatzstrasse,Oeffentlicher Verkehr,47.3610721,8.525153
Sihlcity,Oeffentlicher Verkehr,47.3582364,8.5231845
Mittelleimbach,Oeffentlicher Verkehr,47.3230897,8.5142296
Zehntenhausplatz,Oeffentlicher Verkehr,47.4194475,8.5066302
Lerchenrain,Oeffentlicher Verkehr,47.4140104,8.5095056
Lerchenrain,Oeffentlicher Verkehr,47.4140884,8.5096119
Bärenbohlstrasse,Oeffentlicher Verkehr,47.4260473,8.5098021
Bärenbohlstrasse,Oeffentlicher Verkehr,47.425551,8.5097258
Schumacherweg,Oeffentlicher Verkehr,47.4121122,8.5139808
Schumacherweg,Oeffentlicher Verkehr,47.4122842,8.515467
Strickhof,Oeffentlicher Verkehr,47.3935282,8.5475285
Toblerplatz,Oeffentlicher Verkehr,47.379282,8.5591579
Kreuzplatz,Oeffentlicher Verkehr,47.3658534,8.5538567
Hegibachplatz,Oeffentlicher Verkehr,47.3618828,8.5606271
Saalsporthalle,Oeffentlicher Verkehr,47.3570818,8.5218769
Sihlcity,Oeffentlicher Verkehr,47.3582181,8.5230374
Zehntenhausplatz,Oeffentlicher Verkehr,47.4187002,8.5061486
Zehntenhausplatz,Oeffentlicher Verkehr,47.4195356,8.5055283
Hungerbergstrasse,Oeffentlicher Verkehr,47.4212467,8.5003955
Riedgraben,Oeffentlicher Verkehr,47.4108209,8.5592587
Riedgraben,Oeffentlicher Verkehr,47.4108071,8.5583961
Saatlenstrasse,Oeffentlicher Verkehr,47.4108811,8.5626681
Saatlenstrasse,Oeffentlicher Verkehr,47.4109,8.5639219
Werdhölzli,Oeffentlicher Verkehr,47.3978575,8.4819638
Spyriplatz,Oeffentlicher Verkehr,47.3824452,8.5522203
Spyriplatz,Oeffentlicher Verkehr,47.3820782,8.5520356
ETH Hönggerberg,Oeffentlicher Verkehr,47.4089176,8.5077072
Bahnhof Wollishofen/Werft,Oeffentlicher Verkehr,47.34786,8.5343442
Rentenanstalt,Oeffentlicher Verkehr,47.3631025,8.5352073
Einfangstrasse,Oeffentlicher Verkehr,47.4154975,8.5133273
Neunbrunnen,Oeffentlicher Verkehr,47.4164116,8.538161
Neunbrunnen,Oeffentlicher Verkehr,47.4167136,8.538307
Maillartstrasse,Oeffentlicher Verkehr,47.4161682,8.5320223
Stierenried,Oeffentlicher Verkehr,47.4165996,8.5356394
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4106724,8.5520512
Militär-/Langstrasse,Oeffentlicher Verkehr,47.3793556,8.5275361
Militär-/Langstrasse,Oeffentlicher Verkehr,47.3799558,8.5278671
Nordheimstrasse,Oeffentlicher Verkehr,47.4035943,8.5305127
Hegibachplatz,Oeffentlicher Verkehr,47.3616855,8.5607737
Höfliweg,Oeffentlicher Verkehr,47.3675332,8.5109115
Höfliweg,Oeffentlicher Verkehr,47.3677007,8.5110298
Birchdörfli,Oeffentlicher Verkehr,47.4078849,8.5304004
Limmatplatz,Oeffentlicher Verkehr,47.3844704,8.5313142
Aubrücke,Oeffentlicher Verkehr,47.4100673,8.5722893
Aubrücke,Oeffentlicher Verkehr,47.4108248,8.5718273
Aubrücke,Oeffentlicher Verkehr,47.4104658,8.5727553
Sihlcity Nord,Oeffentlicher Verkehr,47.3605054,8.5228098
Friedhof Sihlfeld,Oeffentlicher Verkehr,47.3760698,8.5110109
Botanischer Garten,Oeffentlicher Verkehr,47.3597854,8.5574887
Sihlcity Nord,Oeffentlicher Verkehr,47.3602127,8.5235276
Jugendherberge,Oeffentlicher Verkehr,47.3478998,8.5281037
Jugendherberge,Oeffentlicher Verkehr,47.3482164,8.5276766
Manesseplatz,Oeffentlicher Verkehr,47.3656234,8.5217473
Hügelstrasse,Oeffentlicher Verkehr,47.3585747,8.5260073
Friedhof Sihlfeld,Oeffentlicher Verkehr,47.3757624,8.5109309
Höschgasse,Oeffentlicher Verkehr,47.3578797,8.5548233
Höschgasse,Oeffentlicher Verkehr,47.3579478,8.5550611
Hügelstrasse,Oeffentlicher Verkehr,47.3581369,8.5269946
Manesseplatz,Oeffentlicher Verkehr,47.3654595,8.5215837
Besenrainstrasse,Oeffentlicher Verkehr,47.3457185,8.5278964
Jugendherberge,Oeffentlicher Verkehr,47.3469637,8.5284091
Brunau/Mutschellenstrasse,Oeffentlicher Verkehr,47.3552044,8.5268755
Farbhof,Oeffentlicher Verkehr,47.3913401,8.4785093
Seilbahn Rigiblick,Oeffentlicher Verkehr,47.3856591,8.5484621
Bahnhof Altstetten,Oeffentlicher Verkehr,47.3908713,8.4889047
Bahnhof Altstetten,Oeffentlicher Verkehr,47.3911676,8.4879525
Fronwald,Oeffentlicher Verkehr,47.4219064,8.5098605
Fronwald,Oeffentlicher Verkehr,47.4220833,8.5097535
Dorflinde,Oeffentlicher Verkehr,47.407442,8.5489261
Bahnhof Leimbach,Oeffentlicher Verkehr,47.3335513,8.5189265
Bahnhof Leimbach,Oeffentlicher Verkehr,47.3330952,8.5184572
Rautistrasse,Oeffentlicher Verkehr,47.3835478,8.4835533
Salzweg,Oeffentlicher Verkehr,47.3879871,8.471285
Farbhof,Oeffentlicher Verkehr,47.390359,8.4791002
Friedhof Uetliberg,Oeffentlicher Verkehr,47.3587639,8.5006138
Dreispitz,Oeffentlicher Verkehr,47.410713,8.568193
Im Hüsli,Oeffentlicher Verkehr,47.3281945,8.512778
Im Walder,Oeffentlicher Verkehr,47.3480542,8.5742223
Gutstrasse,Oeffentlicher Verkehr,47.3718254,8.5064622
Friesenberghalde,Oeffentlicher Verkehr,47.3610542,8.5020635
