Strassenname,Strassentyp,Breitengrad,Laengengrad
Bertastrasse,residential,47.3735762,8.5129434
Birmensdorferstrasse,secondary,47.3703998,8.5141498
Ohne Namen,secondary_link,47.3644675,8.5300623
Lettenholzstrasse,residential,47.3397995,8.5292333
Saatlenzelg,residential,47.4126831,8.5610124
Birmensdorferstrasse,secondary,47.3702066,8.5130595
Pelikanstrasse,residential,47.3713963,8.5362076
Tramstrasse,residential,47.4085607,8.5510068
Dörflistrasse,primary,47.4101859,8.5485088
Bernerstrasse Süd,primary_link,47.3932584,8.4948092
Alte Landstrasse,residential,47.333445,8.5405629
Regensdorferstrasse,tertiary,47.4134717,8.483619
Sihlquai,tertiary,47.3905144,8.5251028
Wagnergasse,residential,47.3642879,8.5532177
Friesstrasse,primary,47.4148296,8.5466665
Seestrasse,secondary,47.3434784,8.5353284
Ausserdorfstrasse,residential,47.425014,8.5480545
Riedenholzstrasse,residential,47.4264266,8.5357675
Schönauring,residential,47.4277495,8.5369873
Rümlangstrasse,residential,47.4314335,8.5371868
Rautistrasse,tertiary,47.3825381,8.4870421
Albisriederstrasse,secondary,47.3781053,8.5092798
Bauherrenstrasse,residential,47.401513,8.4979873
Kanzleistrasse,residential,47.377139,8.5199895
Birmensdorferstrasse,secondary,47.3671697,8.493386
Würzgrabenstrasse,secondary_link,47.3931052,8.4944502
Max-Högger-Strasse,secondary,47.3934034,8.4920679
Pfingstweidbrücke,primary,47.39308,8.5021083
Badenerstrasse,tertiary,47.378084,8.5109282
Aemtlerstrasse,tertiary,47.3712005,8.5162861
Kalkbreitestrasse,tertiary,47.3710832,8.5149988
Badenerstrasse,tertiary,47.3759957,8.5157058
Martastrasse,residential,47.3764282,8.5152966
Elsastrasse,residential,47.3769022,8.5142738
Hardturmstrasse,tertiary,47.3911096,8.5206379
Ohne Namen,secondary_link,47.39417,8.4932848
Würzgrabenstrasse,secondary,47.3932659,8.4941598
Würzgrabenstrasse,secondary,47.3930358,8.4946846
Würzgrabenstrasse,secondary,47.3932595,8.4936789
Grossackerstrasse,residential,47.3246525,8.509406
Altstetterstrasse,tertiary,47.3894115,8.4867911
Ohne Namen,tertiary,47.376469,8.5348622
Gamperstrasse,residential,47.3806867,8.5241326
Allmendstrasse,primary,47.3524629,8.5251861
Allmendstrasse,primary,47.3523097,8.5253545
Schweighofstrasse,secondary,47.3597036,8.5073211
Schweighofstrasse,secondary,47.3566177,8.5099894
Schweighofstrasse,secondary,47.3651809,8.5025832
Nidelbadstrasse,residential,47.3360504,8.532754
Morgartenstrasse,residential,47.3717574,8.5260704
Minervastrasse,residential,47.3694958,8.5525602
Jakob-Fügli-Strasse,residential,47.3895652,8.4847883
Allmendstrasse,primary,47.3556972,8.5227181
Allmendstrasse,primary,47.3546943,8.5233333
Rotachstrasse,residential,47.3714436,8.5142654
Rotachstrasse,residential,47.3718796,8.5137543
Nussbaumstrasse,residential,47.3717946,8.51489
Nussbaumstrasse,residential,47.371202,8.5138446
Gloriastrasse,tertiary,47.3760191,8.5591231
Weinbergstrasse,tertiary,47.3891455,8.5402903
Weinbergstrasse,tertiary,47.3822119,8.5436449
Weinbergstrasse,tertiary,47.3827895,8.5435231
Weinbergstrasse,tertiary,47.3801941,8.5440885
Stampfenbachstrasse,tertiary,47.3875493,8.5395535
Krähbühlstrasse,tertiary,47.3785694,8.5654285
Seefeldstrasse,residential,47.3641634,8.5488303
Grebelackerstrasse,residential,47.3982902,8.5364923
Badenerstrasse,tertiary,47.3814669,8.5036018
Badenerstrasse,tertiary,47.3814209,8.503797
Badenerstrasse,tertiary,47.3812616,8.5039843
Badenerstrasse,tertiary,47.3810792,8.5039825
Badenerstrasse,tertiary,47.381007,8.503672
Badenerstrasse,tertiary,47.3810814,8.5033781
Badenerstrasse,tertiary,47.3811917,8.5033114
Letzigraben,residential,47.381104,8.5032446
Badenerstrasse,tertiary,47.3813,8.5032473
Badenerstrasse,tertiary,47.381476,8.5034294
Badenerstrasse,tertiary,47.3847827,8.49618
Badenerstrasse,tertiary,47.3844799,8.4969214
Badenerstrasse,tertiary,47.3841659,8.4976784
Winzerstrasse,secondary,47.4001157,8.4945301
Winzerstrasse,secondary,47.3998938,8.4951339
Schützenrain,residential,47.3710009,8.4851505
Rossackerstrasse,residential,47.3715909,8.4857143
Schützenrain,residential,47.3715719,8.4856374
Zurlindenstrasse,residential,47.3696931,8.5203858
Friesenbergstrasse,tertiary,47.3666528,8.510683
Friesenbergstrasse,tertiary,47.3671658,8.5108362
Friesenbergstrasse,tertiary,47.3676313,8.5109811
Thurgauerstrasse,secondary,47.4178412,8.5542303
Thurgauerstrasse,secondary,47.4192431,8.555244
Thurgauerstrasse,secondary,47.4149296,8.5512944
Hottingerstrasse,secondary,47.3699112,8.5520869
Hottingerstrasse,secondary,47.3698843,8.5520869
Klebestrasse,residential,47.3241923,8.5136743
Grossackerstrasse,residential,47.3248317,8.5109324
Grossackerstrasse,residential,47.3251045,8.5128788
Albisstrasse,secondary,47.3281568,8.5295144
Albisstrasse,secondary,47.3282782,8.5296743
Ohne Namen,secondary_link,47.3299191,8.5297101
Ohne Namen,residential,47.3585125,8.4978115
Gessnerallee,tertiary,47.3737309,8.5333146
Witikonerstrasse,secondary,47.3625252,8.6134622
Kanonengasse,residential,47.3768471,8.528794
Hohlstrasse,tertiary,47.3796593,8.521461
Albisstrasse,secondary,47.342512,8.53092
Hallwylstrasse,residential,47.3711128,8.528377
Weberstrasse,residential,47.3711492,8.5279042
Sihlfeldstrasse,residential,47.3789694,8.5160672
Rämistrasse,primary,47.3757233,8.5492126
Wipkingerplatz,tertiary,47.3925615,8.5240046
Regensbergstrasse,residential,47.4062371,8.5474497
Regensbergstrasse,residential,47.4045256,8.5558132
Altwiesenstrasse,residential,47.3995362,8.5918716
Schwamendingenstrasse,tertiary,47.4050635,8.5557414
Schwamendingenstrasse,tertiary,47.4052277,8.5552811
Badenerstrasse,tertiary,47.3768168,8.5138517
Grossackerstrasse,residential,47.32504,8.5123016
Birmensdorferstrasse,secondary,47.3679547,8.4948284
Birmensdorferstrasse,secondary,47.3680373,8.4949007
Birmensdorferstrasse,secondary,47.3678491,8.4959413
Birmensdorferstrasse,secondary,47.3676923,8.495019
Birmensdorferstrasse,secondary,47.3676494,8.4946031
Birmensdorferstrasse,secondary,47.3706528,8.470183
Kronenstrasse,residential,47.3873572,8.5374743
Kronenstrasse,residential,47.3872396,8.53713
Baslerstrasse,residential,47.3871139,8.4942491
Mürtschenstrasse,residential,47.3872221,8.4942386
Mürtschenstrasse,residential,47.3873485,8.4952718
Albulastrasse,residential,47.3874394,8.4956157
Winterthurerstrasse,secondary,47.4070749,8.5859603
Radgasse,residential,47.3803995,8.5372891
Limmatstrasse,residential,47.3804642,8.5372498
Limmatstrasse,residential,47.3804455,8.5372196
Kalkbreitestrasse,tertiary,47.3736935,8.5199355
Kalkbreitestrasse,tertiary,47.3739765,8.5205831
Uraniastrasse,tertiary,47.3744356,8.5414482
Langstrasse,tertiary,47.3820951,8.5293923
Limmatplatz,tertiary,47.3843963,8.5315237
Katzenschwanzstrasse,tertiary,47.3736544,8.5954814
Tobelhofstrasse,secondary,47.3808973,8.580664
Birmensdorferstrasse,secondary,47.3710232,8.5234882
Schimmelstrasse,primary,47.3710346,8.523917
Seebahnstrasse,primary,47.3712462,8.5231662
Schimmelstrasse,primary,47.3709388,8.5241782
Schimmelstrasse,primary,47.3712022,8.5233947
Birmensdorferstrasse,tertiary,47.3714508,8.5248501
Waldhausstrasse,residential,47.3754265,8.5681197
Kurhausstrasse,residential,47.3724158,8.57393
Hubenstrasse,residential,47.4040001,8.5579339
Geroldstrasse,primary,47.3857139,8.5201005
Geroldstrasse,primary,47.3856164,8.520807
Geroldstrasse,primary,47.3856228,8.5205798
Witikonerstrasse,secondary,47.3600357,8.5953606
Rötelstrasse,tertiary,47.3975708,8.5324983
Rötelstrasse,tertiary,47.3976629,8.5324827
Bucheggplatz,tertiary,47.398301,8.5324715
Hofwiesenstrasse,tertiary,47.3988856,8.5336386
Zentralstrasse,residential,47.3702307,8.5210332
Zweierstrasse,secondary,47.3718966,8.5221381
Zypressenstrasse,residential,47.3772599,8.5127014
Bachtobelstrasse,residential,47.3573913,8.5084902
Zurlindenstrasse,tertiary,47.3706561,8.5193556
Aurorastrasse,residential,47.3689781,8.5678763
Aurorastrasse,residential,47.3686477,8.567946
Hardstrasse,tertiary,47.3874412,8.5194621
Hardstrasse,tertiary,47.3872534,8.5192672
Toblerstrasse,residential,47.3818433,8.5540174
Toblerstrasse,residential,47.3814166,8.5549764
Toblerstrasse,residential,47.3813013,8.5552364
Stauffacherquai,tertiary,47.3709215,8.5302006
Utoquai,primary,47.3674304,8.5442923
Kreuzbühlstrasse,secondary,47.3650019,8.5535333
Kreuzbühlstrasse,secondary,47.3648046,8.5539944
Bucheggstrasse,tertiary,47.3982036,8.5344967
Stauffacherstrasse,tertiary,47.377736,8.52195
Dachslernstrasse,residential,47.3918181,8.4725817
Dachslernstrasse,residential,47.3905427,8.4749094
Friedhofstrasse,residential,47.3850213,8.4782848
Herrligstrasse,residential,47.39049,8.4858275
Herrligstrasse,residential,47.3910334,8.486171
Bernerstrasse Süd,primary,47.3937579,8.4907233
Würzwies,residential,47.3971566,8.492913
Turbinenstrasse,residential,47.3884843,8.5156269
Staffelstrasse,residential,47.3613331,8.5224223
Geeringstrasse,residential,47.4146343,8.4804609
Im oberen Boden,residential,47.4146156,8.4805975
Frankentalerstrasse,secondary,47.4135608,8.4808376
Frankentalerstrasse,secondary,47.4136892,8.4813488
Hadlaubstrasse,residential,47.389775,8.5509923
Germaniastrasse,residential,47.3902827,8.5515691
Germaniastrasse,residential,47.3907705,8.551746
Germaniastrasse,residential,47.3896944,8.5512647
Germaniastrasse,residential,47.3886243,8.5526893
Germaniastrasse,residential,47.3876268,8.5529325
Germaniastrasse,residential,47.3866595,8.5530636
Germaniastrasse,residential,47.3881607,8.553154
Spiegelhofstrasse,residential,47.3723076,8.5587931
Attenhoferstrasse,residential,47.3734266,8.5575267
Fehrenstrasse,residential,47.3705516,8.5591229
Fehrenstrasse,residential,47.3706856,8.5590269
Bucheggstrasse,primary,47.3989377,8.5415404
Hadlaubstrasse,residential,47.3867616,8.5515074
Wagnergasse,residential,47.3644195,8.5534569
Stauffacherquai,tertiary,47.3713726,8.5304776
Neugasse,residential,47.3815057,8.5315207
Brauerstrasse,residential,47.3800842,8.5226222
Neufrankengasse,tertiary,47.3809351,8.525797
Birmensdorferstrasse,secondary,47.369942,8.5106706
Birmensdorferstrasse,secondary,47.3705451,8.5176489
Gsteigstrasse,tertiary,47.4028588,8.4998509
Sihlquai,tertiary,47.3875315,8.5297975
Felsenrainstrasse,residential,47.4174464,8.5455791
Bernerstrasse,primary,47.3980252,8.4742716
Bändlistrasse,tertiary,47.3994574,8.4764602
Röntgenstrasse,residential,47.3819746,8.5290427
Baslerstrasse,residential,47.3832482,8.5060263
Baslerstrasse,residential,47.386363,8.4968148
Baslerstrasse,residential,47.3841544,8.5039746
Baslerstrasse,residential,47.3843394,8.5035557
Baslerstrasse,residential,47.3845208,8.5030861
Baslerstrasse,residential,47.3882852,8.4909469
Baslerstrasse,residential,47.3864738,8.4964402
Hohlstrasse,tertiary,47.3916359,8.4809548
Hohlstrasse,tertiary,47.3916414,8.4855393
Badenerstrasse,tertiary,47.3910656,8.4786508
Badenerstrasse,tertiary,47.3908602,8.4788917
Hadlaubstrasse,residential,47.3830087,8.5544033
Kurvenstrasse,residential,47.384833,8.5420346
Ankerstrasse,residential,47.3754214,8.5266555
Stauffacherstrasse,tertiary,47.3751825,8.5272448
Attenhoferstrasse,residential,47.3731962,8.5578473
Attenhoferstrasse,residential,47.3729661,8.5583719
Seestrasse,primary,47.3426822,8.5361033
Zollikerstrasse,tertiary,47.3610467,8.5567106
Ueberlandstrasse,tertiary,47.4104753,8.5722157
Regensdorferstrasse,secondary,47.4179197,8.4830924
Sihlquai,tertiary,47.3808992,8.5381241
Sihlquai,tertiary,47.3807737,8.5380902
Sihlquai,tertiary,47.3806312,8.5380342
Leimbachstrasse,tertiary,47.3321792,8.5171892
Werdstrasse,tertiary,47.3722492,8.526772
Werdstrasse,tertiary,47.3725985,8.5292085
Kasernenstrasse,tertiary,47.3734848,8.5316284
Sihlquai,tertiary,47.3819718,8.5379202
Bändlistrasse,tertiary,47.3996913,8.4768031
Schaffhauserstrasse,primary,47.4041354,8.5481244
Limmattalstrasse,tertiary,47.4021663,8.4960929
Limmattalstrasse,tertiary,47.4021634,8.4959538
Freigutstrasse,residential,47.3667617,8.5329088
Freigutstrasse,residential,47.3666322,8.533074
Bahnhofquai,tertiary,47.3755592,8.5419147
Bahnhofquai,tertiary,47.3745149,8.5417102
Birchstrasse,secondary,47.4310801,8.5502435
Zürichbergstrasse,residential,47.3737604,8.5542878
Imbisbühlstrasse,residential,47.4056562,8.4858732
Bachtobelstrasse,residential,47.3531935,8.5011222
Uetlibergstrasse,residential,47.351963,8.5044737
Im Sträler,residential,47.3703076,8.4989203
Seebacherstrasse,tertiary,47.4198132,8.5341742
Seebacherstrasse,tertiary,47.4199626,8.5351305
Aemtlerstrasse,tertiary,47.3707311,8.5167265
Binzmühlestrasse,tertiary,47.4147512,8.5193155
Binzmühlestrasse,tertiary,47.4147901,8.5193824
Neue Hard,primary,47.3869811,8.5194809
Pfingstweidstrasse,primary,47.3875403,8.5183095
Duttweilerstrasse,primary,47.3915889,8.513553
Duttweilerstrasse,primary,47.3899272,8.5123428
Duttweilerbrücke,tertiary,47.3895641,8.5119396
Pfingstweidstrasse,primary,47.3898053,8.5115454
Pfingstweidstrasse,primary,47.3895452,8.5122397
Pfingstweidstrasse,primary,47.389622,8.5123121
Pfingstweidstrasse,primary,47.3896277,8.5118497
Neue Hard,primary,47.3863573,8.5211259
Neue Hard,primary,47.3864553,8.5206885
Turbinenstrasse,residential,47.3886341,8.5157298
Technoparkstrasse,residential,47.3890179,8.5159565
Schiffbaustrasse,residential,47.388251,8.5198719
Hardturmstrasse,residential,47.3920234,8.5177858
Förrlibuckstrasse,primary,47.391891,8.5179688
Giessereistrasse,residential,47.3911964,8.5158023
Förrlibuckstrasse,primary,47.3912628,8.5156842
Förrlibuckstrasse,primary,47.3912818,8.5159127
Förrlibuckstrasse,residential,47.3916843,8.5135432
Seehofstrasse,residential,47.3643532,8.5482704
Dienerstrasse,residential,47.3783792,8.5271979
Dienerstrasse,residential,47.3782231,8.5275106
Birchstrasse,residential,47.4171255,8.5382995
Stadthausquai,residential,47.3682372,8.5417784
Eisfeldstrasse,residential,47.415034,8.5492869
Weisshau,residential,47.4174376,8.5418991
Jungstrasse,residential,47.4146806,8.5440133
Jungstrasse,residential,47.4147282,8.5445118
Calandastrasse,residential,47.3878321,8.4903741
Bärenbohlstrasse,tertiary,47.4266657,8.5102965
Fronwaldweg,residential,47.4247142,8.5089373
Alfred-Escher-Strasse,residential,47.365233,8.532646
Zwischenbächen,residential,47.3822763,8.4790664
Zwischenbächen,residential,47.3805892,8.4794149
Giessereistrasse,residential,47.3909858,8.5157543
Am Giessen,residential,47.3995356,8.4951162
Schulhausstrasse,residential,47.3606787,8.52942
Grütlistrasse,residential,47.3618996,8.5310936
Grütlistrasse,residential,47.3623034,8.5310422
Eugen-Huber-Strasse,residential,47.3880827,8.4745604
Eugen-Huber-Strasse,residential,47.3854939,8.4834557
Plattenstrasse,residential,47.3701286,8.5565532
Ohne Namen,residential,47.4082746,8.5602284
Ohne Namen,residential,47.4082737,8.5601781
Ohne Namen,residential,47.4072615,8.5603375
Ohne Namen,residential,47.4070542,8.5575739
Ohne Namen,residential,47.4069976,8.5575597
Ohne Namen,residential,47.4070844,8.5574495
Friedhofstrasse,residential,47.3832476,8.4747218
Binzmühlestrasse,tertiary,47.4140564,8.5218769
Albisriederstrasse,secondary,47.3709385,8.4705711
Albisriederstrasse,secondary,47.3714536,8.4720107
Konradstrasse,residential,47.3826744,8.5326057
Buchholzrain,residential,47.4273896,8.543685
Rosengartenbrücke,tertiary,47.3941946,8.5262165
Bucheggstrasse,tertiary,47.3973077,8.5311098
Bändlistrasse,tertiary,47.3989898,8.4756219
Ankerstrasse,residential,47.3728426,8.5240407
Badenerstrasse,tertiary,47.3833618,8.4993784
Badenerstrasse,tertiary,47.3837458,8.4983091
Badenerstrasse,tertiary,47.3840409,8.497708
Badenerstrasse,tertiary,47.3849009,8.495461
Badenerstrasse,tertiary,47.3852433,8.4944397
Badenerstrasse,tertiary,47.3855131,8.4936843
Badenerstrasse,tertiary,47.3850926,8.4952953
Badenerstrasse,tertiary,47.3861269,8.4921907
Badenerstrasse,tertiary,47.386721,8.4906239
Badenerstrasse,tertiary,47.3859544,8.4925528
Badenerstrasse,tertiary,47.3857929,8.4929004
Wehrenbachhalde,residential,47.357286,8.5783762
Burenweg,residential,47.3578134,8.5800151
Burenweg,residential,47.3574714,8.5801931
Witikonerstrasse,secondary,47.3614133,8.6028083
Witikonerstrasse,secondary,47.3614822,8.6031733
Witellikerstrasse,secondary,47.3497031,8.5775763
Ankerstrasse,residential,47.3751305,8.5262517
Winterthurerstrasse,primary,47.4032981,8.555445
Bernerstrasse Süd,primary,47.3942665,8.4882738
Ohne Namen,primary_link,47.3931965,8.4948246
Würzgrabenstrasse,secondary,47.393191,8.4946904
Bernerstrasse Süd,primary_link,47.3933003,8.4953102
Bernerstrasse Süd,primary,47.3933452,8.4953174
Aargauerstrasse,secondary,47.3921772,8.4929256
Haldenbachstrasse,residential,47.3809509,8.5500196
Heizenholz,residential,47.408986,8.4885788
Heizenholz,residential,47.4090714,8.4885125
Heizenholz,residential,47.4093536,8.4882058
Inselhofstrasse,residential,47.3575246,8.5566538
Inselhofstrasse,residential,47.3575244,8.5567533
Ottenweg,residential,47.3628688,8.5530271
Apfelbaumstrasse,residential,47.406705,8.5562062
Winzerhalde,residential,47.402034,8.4862271
Winzerhalde,residential,47.3999968,8.4904882
Albisriederstrasse,secondary,47.375597,8.48711
Mythenquai,primary,47.3552242,8.5343266
Badenerstrasse,tertiary,47.3809785,8.5039983
Bucheggstrasse,tertiary,47.3976949,8.5333371
Bucheggstrasse,tertiary,47.3977052,8.5331308
Ohne Namen,primary,47.3937555,8.4932022
Michelstrasse,residential,47.4062997,8.4956749
Kürbergstrasse,residential,47.39882,8.5114635
Kürbergstrasse,residential,47.3988938,8.5092771
Rebbergstrasse,residential,47.3985632,8.5181033
Lehenstrasse,residential,47.3964517,8.5253188
Bockhornstrasse,residential,47.376169,8.4833017
Bodenacker,residential,47.4246577,8.5100165
Wolfswinkel,residential,47.4237181,8.5157648
Katzenschwanzstrasse,tertiary,47.3735795,8.5980692
Bahnhofquai,tertiary,47.3770241,8.5419229
Uetlibergstrasse,secondary,47.3593354,8.516439
Riedenhaldenstrasse,residential,47.4207863,8.5081978
Vulkanstrasse,residential,47.3924518,8.4875482
Ueberlandstrasse,tertiary,47.4052212,8.5592229
Ueberlandstrasse,tertiary,47.4052304,8.5582267
Schörlistrasse,residential,47.4061946,8.5632802
Spindelstrasse,residential,47.3392415,8.518793
Kreuzbühlstrasse,secondary,47.3646133,8.5545949
Zollikerstrasse,tertiary,47.3646624,8.5545255
Forchstrasse,secondary,47.3647505,8.554528
Klosbachstrasse,tertiary,47.3646997,8.5545864
Albisstrasse,secondary,47.3271149,8.5296322
Albisstrasse,secondary,47.3274643,8.5296342
Rotachstrasse,residential,47.3694879,8.5169986
Rotachstrasse,residential,47.3697341,8.5166027
Friesenbergstrasse,tertiary,47.3698184,8.5137877
Talwiesenstrasse,residential,47.3695881,8.5104971
Döltschiweg,residential,47.367914,8.5107711
Döltschiweg,residential,47.3677939,8.5101767
Döltschiweg,residential,47.3676684,8.509579
Paul-Burkhard-Strasse,residential,47.4194385,8.533836
Ohne Namen,tertiary_link,47.3858009,8.4930344
Frauenklinikstrasse,residential,47.3788383,8.5494516
Hohenklingenstrasse,residential,47.4018079,8.4934894
Birchstrasse,residential,47.4200377,8.5386498
Malvenstrasse,residential,47.4039598,8.543696
Würzwies,residential,47.3979592,8.4932976
Glärnischstrasse,residential,47.3681368,8.5374253
Glärnischstrasse,residential,47.3681873,8.5373866
Glattalstrasse,tertiary,47.4333338,8.5426581
Ohne Namen,residential,47.4007176,8.4908702
Grosswiesenstrasse,residential,47.4033124,8.586076
Toblerplatz,tertiary,47.3792173,8.5597254
